assists,champLevel,championName,deaths,detectorWardsPlaced,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,inhibitorsLost,kills,magicDamageDealt,magicDamageDealtToChampions,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,sightWardsBoughtInGame,teamId,teamPosition,totalDamageDealt,totalDamageDealtToChampions,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,turretsLost,visionScore,wardsKilled,wardsPlaced,win,match_id,tier
8,18,KogMaw,8,0,False,False,14297,0,11,163562,29423,2,31217,4755,16164,6489,0,100,MIDDLE,204366,37056,225,9586,2877,1,16,0,10,True,EUW1_7762293871,Master
8,16,Vayne,8,2,False,False,15745,0,10,5559,2292,8,153653,27691,15120,6085,0,100,BOTTOM,172286,34915,196,13074,4930,1,17,2,12,True,EUW1_7762293871,Master
20,14,Milio,4,3,False,False,9538,0,2,12221,4680,0,4426,1350,6452,2072,0,100,UTILITY,17421,6105,20,773,74,1,75,4,37,True,EUW1_7762293871,Master
3,17,Gangplank,5,0,False,False,12436,3,2,8955,2013,0,228189,16464,8980,21,0,200,TOP,246125,19298,284,8980,821,11,28,1,11,False,EUW1_7762293871,Master
6,16,Shen,4,1,False,False,11442,3,4,54608,2482,176,38744,2641,21473,6749,0,200,JUNGLE,231137,6298,8,137784,1174,11,35,5,8,False,EUW1_7762293871,Master
7,15,Qiyana,12,0,False,False,10901,3,7,11207,1712,0,112159,21171,15356,7084,0,200,MIDDLE,126427,25892,173,3059,3007,11,20,6,3,False,EUW1_7762293871,Master
4,15,Mel,10,1,False,False,12887,3,7,102967,18118,0,11285,2025,18228,1587,0,200,BOTTOM,116193,20192,200,1940,48,11,17,1,10,False,EUW1_7762293871,Master
10,13,Elise,10,0,False,False,10445,3,7,31729,17481,0,5405,2384,15901,7,0,200,UTILITY,41638,21288,39,4503,1422,11,65,10,19,False,EUW1_7762293871,Master
3,17,RekSai,2,1,False,False,13237,0,10,14673,3823,4,124211,10904,18045,5875,0,100,TOP,148867,19893,203,9983,5165,1,15,0,9,True,EUW1_7762251148,Master
4,13,LeeSin,6,5,False,False,9647,0,5,25861,1723,125,73146,9089,18049,578,0,100,JUNGLE,192346,11834,7,93338,1022,1,25,0,12,True,EUW1_7762251148,Master
9,16,Orianna,1,1,False,False,12124,0,5,128794,21371,0,15726,883,6099,6753,0,100,MIDDLE,148069,22297,222,3548,42,1,10,4,5,True,EUW1_7762251148,Master
5,14,Jhin,6,1,False,False,13284,0,10,3195,1088,4,122231,22237,13299,5091,0,100,BOTTOM,131694,23506,185,6267,180,1,16,6,5,True,EUW1_7762251148,Master
12,12,Thresh,3,1,False,False,7435,0,1,12833,8444,0,4783,1647,13029,6295,0,100,UTILITY,23761,10131,30,6144,40,1,65,5,29,True,EUW1_7762251148,Master
0,14,Renekton,8,0,False,False,8499,2,1,8123,2318,0,116376,12012,14001,6384,0,200,TOP,127287,15160,192,2786,830,9,20,1,8,False,EUW1_7762251148,Master
1,14,Khazix,4,0,False,False,13595,2,10,825,825,153,136672,12720,14446,6796,0,200,JUNGLE,217509,16247,29,80011,2701,9,16,5,2,False,EUW1_7762251148,Master
1,14,Karma,7,1,False,False,8663,2,2,78984,15498,0,14907,1181,8665,586,0,200,MIDDLE,100535,16753,175,6643,73,9,18,2,9,False,EUW1_7762251148,Master
8,12,Ezreal,7,1,False,False,9008,2,2,12300,3656,1,94530,16750,18581,6557,0,200,BOTTOM,109762,20894,167,2932,487,9,6,1,4,False,EUW1_7762251148,Master
10,11,Bard,5,10,False,False,7738,2,3,12752,7458,2,7559,5701,9599,3150,0,200,UTILITY,22188,13790,22,1876,631,9,84,10,32,False,EUW1_7762251148,Master
2,15,Yasuo,8,0,False,False,9342,1,3,17263,1302,3,111522,11506,16180,6583,0,100,TOP,132097,12992,200,3311,182,10,20,3,6,False,EUW1_7762219077,Master
10,12,Ivern,3,0,False,False,8053,1,0,10029,3522,105,4567,1819,4167,5875,0,100,JUNGLE,130085,6301,14,115489,959,10,16,2,1,False,EUW1_7762219077,Master
2,13,Anivia,9,2,False,False,10079,1,5,102889,14618,4,10613,1432,15147,5840,0,100,MIDDLE,117315,17705,184,3812,1654,10,31,0,9,False,EUW1_7762219077,Master
0,12,Draven,9,0,False,False,13253,1,8,198,0,0,117312,13294,7797,29,0,100,BOTTOM,124477,13579,184,6966,284,10,13,1,8,False,EUW1_7762219077,Master
6,10,Blitzcrank,11,2,False,False,6617,1,2,15529,8030,0,5714,2765,9217,6029,0,100,UTILITY,24929,10885,39,3685,88,10,51,7,22,False,EUW1_7762219077,Master
6,15,Irelia,6,1,False,False,9276,0,1,12863,2731,4,98843,7932,14280,7084,0,200,TOP,115828,11766,182,4122,1103,3,13,0,8,True,EUW1_7762219077,Master
9,16,MonkeyKing,1,2,False,False,13936,0,12,21509,2504,179,142809,18116,14773,7,0,200,JUNGLE,274384,21354,41,110065,733,3,31,8,4,True,EUW1_7762219077,Master
19,14,Zoe,5,2,False,False,10330,0,5,97213,18757,0,9004,1547,5926,4368,0,200,MIDDLE,114871,24747,160,8653,4443,3,28,3,11,True,EUW1_7762219077,Master
9,15,Mel,1,0,False,False,18244,0,16,143316,31549,0,12009,1767,8374,5091,0,200,BOTTOM,159208,33317,239,3881,0,3,12,2,6,True,EUW1_7762219077,Master
14,11,Pyke,6,7,False,False,9380,0,6,0,0,0,18733,12625,7957,5021,0,200,UTILITY,24662,14621,19,5929,1995,3,90,9,40,True,EUW1_7762219077,Master
2,16,Camille,9,0,False,False,13226,1,4,2061,1986,0,150145,15704,22051,6795,0,100,TOP,183353,27776,224,31147,10085,10,31,5,12,False,EUW1_7761178332,Master
6,15,XinZhao,6,6,False,False,13885,1,8,12275,1755,179,147350,24589,23110,1625,0,100,JUNGLE,255466,26983,27,95841,638,10,44,10,7,False,EUW1_7761178332,Master
3,17,Ahri,3,0,False,False,12275,1,3,130399,17800,0,18349,1439,5996,1387,0,100,MIDDLE,222509,25190,296,73760,5951,10,28,4,9,False,EUW1_7761178332,Master
6,14,Akshan,8,0,False,False,12205,1,1,7517,1589,0,150122,20355,10242,29,0,100,BOTTOM,170715,22068,229,13074,122,10,14,2,8,False,EUW1_7761178332,Master
13,12,Bard,4,17,False,False,9216,1,2,12329,10024,0,7632,5992,9334,1555,0,100,UTILITY,21436,16017,30,1474,0,10,157,24,69,False,EUW1_7761178332,Master
10,18,RekSai,3,0,False,False,15749,0,8,15908,6511,0,179024,15243,31424,1626,0,200,TOP,211901,30261,244,16968,8507,5,46,10,11,True,EUW1_7761178332,Master
14,18,MonkeyKing,1,6,False,False,15580,0,5,34502,4899,248,171355,21583,23969,29,0,200,JUNGLE,384274,27982,40,178417,1498,5,62,14,9,True,EUW1_7761178332,Master
8,18,Syndra,4,0,False,False,14820,0,3,204638,17657,4,13432,898,8405,5875,0,200,MIDDLE,225062,20041,315,6990,1484,5,22,2,11,True,EUW1_7761178332,Master
11,15,AurelionSol,5,1,False,False,14755,0,9,125621,27297,4,4551,219,12566,6487,0,200,BOTTOM,140061,27956,219,9888,439,5,12,0,8,True,EUW1_7761178332,Master
17,13,Nautilus,5,13,False,False,9728,0,4,13089,7655,0,8640,4004,17354,29,0,200,UTILITY,24636,11825,30,2905,165,5,116,10,58,True,EUW1_7761178332,Master
3,17,Rumble,5,1,False,False,11461,0,4,126888,25808,0,12472,520,9785,5030,0,100,TOP,152511,27411,233,13150,1083,1,18,1,9,True,EUW1_7760865326,Master
9,17,Khazix,7,0,False,False,16486,0,17,1718,1697,185,192433,25846,15984,5875,0,100,JUNGLE,276749,30440,22,82597,2896,1,14,0,1,True,EUW1_7760865326,Master
7,17,Ryze,3,1,False,False,12351,0,8,167096,24811,6,9685,1646,11087,1625,0,100,MIDDLE,179391,26585,217,2609,127,1,19,3,8,True,EUW1_7760865326,Master
12,14,Jhin,5,0,False,False,13299,0,8,9753,4130,7,139024,23821,12897,7057,0,100,BOTTOM,152973,28112,182,4194,160,1,13,0,6,True,EUW1_7760865326,Master
26,14,Nami,3,2,False,False,9289,0,4,23512,11903,0,5632,1561,6584,1386,0,100,UTILITY,30882,13721,24,1737,255,1,59,5,23,True,EUW1_7760865326,Master
5,15,Vladimir,6,0,False,False,7874,1,1,72313,11039,0,8665,540,8611,741,0,200,TOP,83332,12812,160,2353,1232,9,12,0,8,False,EUW1_7760865326,Master
8,14,Vi,8,0,False,False,11706,1,8,256,172,126,125947,15855,21109,3398,0,200,JUNGLE,190964,17596,28,64760,1569,9,16,2,4,False,EUW1_7760865326,Master
1,15,Akali,5,0,False,False,13459,1,12,107355,20312,0,12176,1451,9560,4149,0,200,MIDDLE,124538,24380,193,5005,2616,9,16,4,3,False,EUW1_7760865326,Master
5,13,Yunara,14,0,False,False,9430,1,1,35111,8546,0,83110,15287,17931,7049,0,200,BOTTOM,124300,23889,182,6078,54,9,11,3,6,False,EUW1_7760865326,Master
13,13,Karma,8,3,False,False,7044,1,0,14429,6506,0,3688,1389,15691,7049,0,200,UTILITY,19920,8114,22,1802,217,9,71,4,28,False,EUW1_7760865326,Master
4,20,Tryndamere,4,0,False,False,17413,0,11,1469,0,60,328569,34861,31423,4,0,100,TOP,341638,36004,275,11600,1143,2,20,0,10,True,EUW1_7760785145,Master
24,16,Ivern,3,0,False,False,12800,0,2,15083,5375,162,4461,2816,5330,5875,0,100,JUNGLE,209349,9734,6,189804,1542,2,17,2,2,True,EUW1_7760785145,Master
10,16,Irelia,8,1,False,False,14278,0,11,27724,9049,0,168710,33538,23960,1587,0,100,MIDDLE,200256,42802,225,3820,215,2,24,0,10,True,EUW1_7760785145,Master
17,15,AurelionSol,3,0,False,False,16248,0,14,130837,38156,2,6412,433,11980,4834,0,100,BOTTOM,150060,38983,188,12810,393,2,16,2,8,True,EUW1_7760785145,Master
18,12,Rakan,7,7,False,False,8522,0,2,16832,5832,0,4354,1179,12570,6380,0,100,UTILITY,25186,7136,21,3999,125,2,96,6,42,True,EUW1_7760785145,Master
5,17,Riven,9,0,False,False,11044,3,3,0,0,3,162469,24926,26252,5675,0,200,TOP,166720,26470,232,4250,1543,12,26,0,11,False,EUW1_7760785145,Master
7,16,Naafiri,4,0,False,False,15833,3,11,0,0,167,219364,25062,16533,12,0,200,JUNGLE,307188,26258,56,87825,1195,12,19,3,2,False,EUW1_7760785145,Master
5,15,Sylas,9,0,False,False,11774,3,8,117388,26993,0,8743,993,30160,2074,0,200,MIDDLE,132747,30088,166,6615,2100,12,12,0,4,False,EUW1_7760785145,Master
8,15,KogMaw,6,0,False,False,12370,3,3,51525,11311,0,66818,5613,8886,6489,0,200,BOTTOM,130917,18062,227,12573,1137,12,12,1,7,False,EUW1_7760785145,Master
13,13,Bard,12,4,False,False,7981,3,0,11322,4398,0,6377,3424,12473,6383,0,200,UTILITY,19928,8214,34,2228,390,12,105,10,43,False,EUW1_7760785145,Master
0,10,Udyr,5,0,False,True,4399,0,0,42737,7658,0,11893,1473,4286,5205,0,100,TOP,56779,10116,104,2148,984,1,8,0,5,False,EUW1_7760734470,Master
1,10,Viego,2,0,False,True,6198,0,3,3153,298,118,71321,3724,8715,641,0,100,JUNGLE,127978,4148,6,53502,125,1,15,2,2,False,EUW1_7760734470,Master
3,10,Orianna,3,0,False,True,5274,0,1,32021,6523,0,8043,1233,6594,5871,0,100,MIDDLE,44381,7757,115,4316,0,1,12,2,5,False,EUW1_7760734470,Master
1,8,Varus,2,0,False,True,5254,0,0,3250,1999,0,34560,6555,4466,7070,0,100,BOTTOM,42086,8555,115,4275,0,1,13,2,5,False,EUW1_7760734470,Master
3,7,Braum,3,1,False,True,4231,0,1,4868,2665,0,3037,249,6481,6377,0,100,UTILITY,10229,2914,24,2323,0,1,23,1,9,False,EUW1_7760734470,Master
0,13,Vladimir,0,0,False,True,6983,0,4,65910,7942,0,9294,750,3977,682,0,200,TOP,76826,8692,155,1622,0,0,9,0,5,True,EUW1_7760734470,Master
9,10,Ivern,1,0,False,True,6549,0,2,2543,2221,80,1696,1602,1564,5875,0,200,JUNGLE,89826,3971,0,85585,148,0,5,0,1,True,EUW1_7760734470,Master
3,11,Ambessa,2,0,False,True,5848,0,3,1406,530,0,53226,8447,4846,4794,0,200,MIDDLE,57200,10114,110,2566,1135,0,7,1,4,True,EUW1_7760734470,Master
2,9,Lucian,1,1,False,True,7356,0,6,6443,2245,0,47343,10198,7157,6895,0,200,BOTTOM,55023,12444,113,1236,0,0,12,2,6,True,EUW1_7760734470,Master
5,8,Nami,1,0,False,True,3790,0,0,6414,2409,0,2598,320,2637,6243,0,200,UTILITY,12300,2729,14,3287,0,0,23,0,19,True,EUW1_7760734470,Master
9,20,Udyr,3,2,False,False,17350,0,7,217505,18271,3,44697,3534,15166,745,0,100,TOP,278026,22383,319,15824,576,6,38,5,11,True,EUW1_7762438634,Master
12,18,RekSai,7,6,False,False,17771,0,12,22665,3969,216,163733,16120,22680,7059,0,100,JUNGLE,335795,27181,49,149397,7092,6,44,10,7,True,EUW1_7762438634,Master
9,18,Xerath,5,3,False,False,15876,0,12,225048,44219,3,9641,1455,3203,23,0,100,MIDDLE,237927,45674,261,3236,0,6,27,1,15,True,EUW1_7762438634,Master
11,17,MissFortune,6,4,False,False,18649,0,11,3833,1138,5,196365,27696,8664,7091,0,100,BOTTOM,209415,29341,241,9216,505,6,36,7,15,True,EUW1_7762438634,Master
22,14,Alistar,7,14,False,False,10105,0,1,9794,5126,0,1717,882,12355,7084,0,100,UTILITY,12165,6284,18,653,275,6,111,11,47,True,EUW1_7762438634,Master
7,18,Velkoz,8,3,False,False,14432,3,7,154137,19395,0,7260,307,9903,549,0,200,TOP,199673,33014,252,38275,13311,10,33,5,16,False,EUW1_7762438634,Master
10,17,Volibear,6,2,False,False,14470,3,4,49582,3460,185,125881,14859,24832,4021,0,200,JUNGLE,314154,18980,28,138691,660,10,37,8,9,False,EUW1_7762438634,Master
8,16,Galio,10,2,False,False,12740,3,3,150615,18489,0,7332,150,16504,6796,0,200,MIDDLE,164968,21274,245,7019,2635,10,40,5,11,False,EUW1_7762438634,Master
6,18,Syndra,8,0,False,False,18471,3,6,276287,27587,6,13853,1267,11579,503,0,200,BOTTOM,305484,32714,337,15343,3859,10,32,9,14,False,EUW1_7762438634,Master
2,13,Ezreal,11,6,False,False,12125,3,8,15687,8211,0,46906,17478,13897,4406,0,200,UTILITY,66746,26017,48,4151,328,10,116,15,49,False,EUW1_7762438634,Master
0,11,Ambessa,5,0,False,True,5520,0,1,675,675,0,62810,9002,7597,938,0,100,TOP,65935,9677,105,2450,0,4,12,1,5,False,EUW1_7762421083,Master
2,10,Nidalee,4,2,False,True,6205,0,2,56148,3650,101,10891,1211,8334,3367,0,100,JUNGLE,118101,5528,2,51062,665,4,18,1,4,False,EUW1_7762421083,Master
1,11,TwistedFate,2,1,False,True,6137,0,2,53775,6186,0,6293,915,2337,4804,0,100,MIDDLE,60963,7580,122,895,478,4,9,1,5,False,EUW1_7762421083,Master
2,9,Jinx,6,0,False,True,5162,0,2,1233,555,2,29226,6732,4845,7049,0,100,BOTTOM,31071,7336,76,611,49,4,6,1,4,False,EUW1_7762421083,Master
3,7,Alistar,6,1,False,True,4220,0,1,4082,2545,0,1592,1020,8705,6996,0,100,UTILITY,7080,3565,7,1405,0,4,26,1,15,False,EUW1_7762421083,Master
4,12,Elise,2,0,False,True,6075,0,2,29520,8684,0,14251,2123,10867,29,0,200,TOP,48086,11404,98,4314,596,0,8,0,5,True,EUW1_7762421083,Master
5,11,RekSai,1,2,False,True,7686,0,5,7908,922,107,59123,4312,12301,7059,0,200,JUNGLE,133484,7075,17,66451,1841,0,15,1,4,True,EUW1_7762421083,Master
0,11,Veigar,1,1,False,True,6869,0,3,61322,7731,0,7443,765,2830,7084,0,200,MIDDLE,70721,8551,152,1955,55,0,7,0,6,True,EUW1_7762421083,Master
6,11,Corki,2,0,False,True,10632,0,10,34760,4598,0,60092,12241,6359,4202,0,200,BOTTOM,106236,19050,146,11384,2210,0,13,3,5,True,EUW1_7762421083,Master
12,8,Lux,2,0,False,True,6515,0,3,15527,7636,0,3360,1939,3943,1149,0,200,UTILITY,19474,9575,16,587,0,0,30,4,13,True,EUW1_7762421083,Master
3,12,Shen,6,0,False,True,6032,0,1,17120,3032,0,23974,4251,11287,1151,0,100,TOP,51147,8505,109,10052,1221,4,13,0,7,False,EUW1_7762412623,Master
1,12,Qiyana,4,0,False,True,7812,0,2,9585,767,132,119901,7518,9710,4096,0,100,JUNGLE,189454,9027,7,59967,742,4,18,3,2,False,EUW1_7762412623,Master
3,13,Akali,2,0,False,True,8019,0,4,76582,9636,0,11095,882,13317,938,0,100,MIDDLE,89928,11810,178,2250,1292,4,14,0,6,False,EUW1_7762412623,Master
1,11,Jhin,5,0,False,True,10028,0,5,4892,1437,0,95859,11805,7790,4406,0,100,BOTTOM,104036,13430,194,3285,188,4,10,3,5,False,EUW1_7762412623,Master
6,10,Nami,4,3,False,True,5657,0,0,9737,5511,0,5474,1493,9109,2076,0,100,UTILITY,18471,7005,21,3259,0,4,44,4,17,False,EUW1_7762412623,Master
10,12,Karma,3,0,False,True,6587,0,3,44594,10802,0,10469,2000,7967,29,0,200,TOP,59183,12821,96,4119,18,1,12,1,7,True,EUW1_7762412623,Master
3,13,RekSai,2,3,False,True,10401,0,10,7118,1320,141,84163,9733,18251,7059,0,200,JUNGLE,169793,14909,18,78510,3855,1,18,2,5,True,EUW1_7762412623,Master
2,14,Zed,2,0,False,True,10936,0,5,4282,411,0,112940,12225,4573,6923,0,200,MIDDLE,120614,14082,194,3391,1446,1,2,0,4,True,EUW1_7762412623,Master
7,12,Caitlyn,2,0,False,True,8736,0,2,303,223,0,95892,10777,4779,4762,0,200,BOTTOM,100361,11117,169,4164,116,1,13,1,5,True,EUW1_7762412623,Master
15,10,Bard,3,4,False,True,6607,0,1,8249,5774,0,5402,3196,7717,1113,0,200,UTILITY,17045,9991,10,3394,1019,1,57,4,24,True,EUW1_7762412623,Master
3,16,Yasuo,6,0,False,False,10187,1,3,11462,1256,0,134425,18618,16919,6497,0,100,TOP,149446,20562,221,3557,687,9,17,3,6,False,EUW1_7762401776,Master
6,15,RekSai,4,6,False,False,12776,1,9,13840,3095,146,100994,11427,27025,7059,0,100,JUNGLE,221708,23545,30,106873,9021,9,38,5,8,False,EUW1_7762401776,Master
4,14,Zaahen,9,3,False,False,10335,1,3,5048,2874,0,104024,15701,28904,29,0,100,MIDDLE,111926,19266,189,2853,690,9,28,2,16,False,EUW1_7762401776,Master
2,14,Seraphine,5,0,False,False,12042,1,3,131791,12202,0,12038,824,12367,7049,0,100,BOTTOM,149527,13206,268,5697,179,9,29,4,13,False,EUW1_7762401776,Master
9,12,Karma,4,1,False,False,7603,1,0,28833,11397,1,2634,487,11577,4293,0,100,UTILITY,33456,12357,44,1988,472,9,88,13,33,False,EUW1_7762401776,Master
5,18,Fiora,3,1,False,False,14452,0,6,1091,981,0,192784,13575,21719,4968,0,200,TOP,207627,23454,281,13751,8897,1,37,6,10,True,EUW1_7762401776,Master
6,18,Talon,4,0,False,False,18496,0,15,0,0,232,259852,37106,18245,7050,0,200,JUNGLE,377561,42656,33,117708,5549,1,27,6,0,True,EUW1_7762401776,Master
15,15,Ornn,4,0,False,False,10731,0,2,58615,15753,0,49914,7971,18512,7,0,200,MIDDLE,114714,24733,185,6184,1008,1,16,5,3,True,EUW1_7762401776,Master
8,15,Ashe,2,0,False,False,13931,0,4,1772,1772,10,162108,16437,5268,3543,0,200,BOTTOM,171152,18712,249,7271,502,1,25,5,7,True,EUW1_7762401776,Master
15,13,Rell,5,11,False,False,8742,0,1,10139,6380,0,3478,1221,8077,7049,0,200,UTILITY,17270,8417,32,3652,815,1,110,11,43,True,EUW1_7762401776,Master
0,13,FiddleSticks,8,0,False,False,7195,1,2,60724,14436,0,6043,775,15258,18,0,100,TOP,75797,16629,143,9029,1417,9,26,1,0,False,EUW1_7762098836,Master
4,14,RekSai,3,5,False,False,11899,1,7,13477,2320,158,96351,9368,23493,7059,0,100,JUNGLE,220644,17090,27,110816,5401,9,35,7,6,False,EUW1_7762098836,Master
8,14,Ahri,4,2,False,False,10136,1,1,79444,13517,0,19152,2225,13169,3797,0,100,MIDDLE,152240,19295,229,53643,3552,9,35,7,11,False,EUW1_7762098836,Master
1,13,Jhin,7,0,False,False,11695,1,7,7784,1403,0,100873,17239,15160,4550,0,100,BOTTOM,112804,18794,169,4146,151,9,11,1,7,False,EUW1_7762098836,Master
7,10,Bard,10,11,False,False,7495,1,2,7956,6795,0,3115,2417,17214,1555,0,100,UTILITY,11555,9256,21,483,44,9,109,19,41,False,EUW1_7762098836,Master
6,17,Aatrox,3,2,False,False,13414,0,12,5520,2473,8,134592,30004,19713,29,0,200,TOP,144650,32478,197,4537,0,1,34,5,12,True,EUW1_7762098836,Master
6,15,Naafiri,4,3,False,False,12180,0,6,0,0,170,162555,10176,13598,4885,0,200,JUNGLE,244227,11285,29,81672,1109,1,27,1,5,True,EUW1_7762098836,Master
8,16,TwistedFate,5,0,False,False,11647,0,3,104632,12471,0,14491,1598,11390,4866,0,200,MIDDLE,120592,14080,201,1468,10,1,26,3,10,True,EUW1_7762098836,Master
4,15,Varus,4,5,False,False,14355,0,9,9257,3898,0,157203,23272,10400,7,0,200,BOTTOM,170174,27301,244,3714,130,1,26,3,11,True,EUW1_7762098836,Master
12,11,Neeko,3,10,False,False,7905,0,2,21346,12490,0,4528,2146,8107,7063,0,200,UTILITY,27471,14637,29,1596,0,1,116,18,41,True,EUW1_7762098836,Master
5,20,Gwen,6,4,False,False,21222,1,13,184506,31978,23,41214,3456,23823,6557,0,100,TOP,309001,43095,275,83280,7659,8,44,8,12,True,EUW1_7762019435,Master
21,17,FiddleSticks,11,7,False,False,13043,1,4,167409,33223,137,8415,395,21614,6921,0,100,JUNGLE,258435,38096,40,82611,4477,8,71,5,7,True,EUW1_7762019435,Master
7,18,Quinn,13,0,False,False,15591,1,12,675,675,12,205442,33563,17348,1630,0,100,MIDDLE,219510,37735,226,13392,3496,8,36,3,13,True,EUW1_7762019435,Master
17,18,Varus,7,0,False,False,21677,1,13,19804,7910,0,246013,47507,9789,29,0,100,BOTTOM,287897,58376,246,22080,2958,8,27,3,12,True,EUW1_7762019435,Master
26,16,Alistar,8,17,False,False,11966,1,5,18579,11777,0,4484,1981,20022,603,0,100,UTILITY,26760,15388,17,3696,1629,8,131,8,72,True,EUW1_7762019435,Master
11,16,Malphite,10,0,False,False,9826,3,1,56625,17252,1,33765,3059,16047,18,0,200,TOP,91900,20311,139,1509,0,11,22,1,13,False,EUW1_7762019435,Master
9,18,RekSai,6,3,False,False,17355,3,12,22133,4963,204,173676,19953,31258,7059,0,200,JUNGLE,351865,34323,46,156055,9406,11,44,11,4,False,EUW1_7762019435,Master
10,18,Ahri,6,1,False,False,19648,3,17,190034,36923,0,19302,2551,26035,1625,0,200,MIDDLE,300574,49797,328,91237,10322,11,33,6,8,False,EUW1_7762019435,Master
12,17,Corki,14,0,False,False,18510,3,13,66200,9349,21,166358,28077,30118,6557,0,200,BOTTOM,265616,42873,252,33056,5446,11,21,1,10,False,EUW1_7762019435,Master
