assists,champLevel,championName,deaths,detectorWardsPlaced,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,inhibitorsLost,kills,magicDamageDealt,magicDamageDealtToChampions,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,sightWardsBoughtInGame,teamId,teamPosition,totalDamageDealt,totalDamageDealtToChampions,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,turretsLost,visionScore,wardsKilled,wardsPlaced,win,match_id,tier
0,15,Rumble,5,0,False,False,10120,1,2,99421,16434,0,15751,497,13161,1422,0,200,TOP,126919,18750,210,11745,1817,8,20,2,8,False,EUW1_7762440863,Grandmaster
8,13,Qiyana,10,2,False,False,10769,1,3,12706,1910,151,137239,14377,16471,7,0,200,JUNGLE,230062,18425,26,80117,2137,8,49,10,7,False,EUW1_7762440863,Grandmaster
3,15,Diana,8,0,False,False,11642,1,7,147333,22266,0,18054,2882,9905,1425,0,200,MIDDLE,168457,26331,204,3069,1182,8,11,2,3,False,EUW1_7762440863,Grandmaster
0,11,Aphelios,9,0,False,False,11517,1,4,4527,1369,0,102918,15452,12536,5675,0,200,BOTTOM,113309,17025,194,5864,202,8,20,5,7,False,EUW1_7762440863,Grandmaster
6,12,Nami,4,5,False,False,6893,1,1,13408,6372,0,5072,908,9154,1151,0,200,UTILITY,19080,7281,27,599,0,8,64,7,27,False,EUW1_7762440863,Grandmaster
6,19,Zaahen,1,3,False,False,16839,0,10,7717,2538,0,190621,24092,16420,3582,0,100,TOP,205519,26925,282,7180,295,4,37,4,13,True,EUW1_7762430522,Grandmaster
11,17,Hecarim,4,1,False,False,14206,0,5,22690,3269,215,188528,11617,23745,2076,0,100,JUNGLE,346199,15282,36,134980,395,4,34,4,12,True,EUW1_7762430522,Grandmaster
14,18,Orianna,3,3,False,False,15474,0,10,193959,33411,0,16503,1871,10523,683,0,100,MIDDLE,222845,35650,281,12382,367,4,26,1,11,True,EUW1_7762430522,Grandmaster
16,15,Lux,9,0,False,False,14413,0,5,145679,20403,0,8834,1568,9774,1425,0,100,BOTTOM,163999,22978,202,9485,1006,4,17,3,10,True,EUW1_7762430522,Grandmaster
15,13,Thresh,6,12,False,False,10437,0,5,21374,7374,0,4709,1437,12482,1392,0,100,UTILITY,28542,10330,47,2458,1517,4,118,19,45,True,EUW1_7762430522,Grandmaster
4,16,Malphite,5,0,False,False,8506,1,0,67303,14294,0,43213,3691,9133,4428,0,200,TOP,111058,18038,189,541,52,10,27,2,12,False,EUW1_7762430522,Grandmaster
9,14,Nunu,10,3,False,False,10456,1,4,44957,10373,154,22663,566,18745,7058,0,200,JUNGLE,225089,11610,27,157469,669,10,32,1,15,False,EUW1_7762430522,Grandmaster
3,16,Aurora,7,0,False,False,12948,1,5,181470,20659,0,18651,1825,15797,29,0,200,MIDDLE,219830,23101,259,19708,616,10,20,5,4,False,EUW1_7762430522,Grandmaster
5,15,Corki,7,1,False,False,17573,1,13,72234,10350,20,161512,34398,13660,6908,0,200,BOTTOM,267444,54315,271,33697,9565,10,25,5,12,False,EUW1_7762430522,Grandmaster
18,13,Nami,6,8,False,False,8528,1,1,15864,8062,0,3735,1402,8811,27,0,200,UTILITY,21263,9623,19,1663,158,10,83,4,38,False,EUW1_7762430522,Grandmaster
2,18,Yasuo,2,2,False,False,12940,1,3,24559,1123,12,211222,15626,13207,3366,0,100,TOP,244939,16792,288,9157,42,6,39,1,13,False,EUW1_7762415520,Grandmaster
4,17,Briar,3,0,False,False,14416,1,6,6936,500,229,225367,11514,18064,4631,0,100,JUNGLE,326873,12217,19,94567,202,6,34,8,6,False,EUW1_7762415520,Grandmaster
4,16,Aurora,4,1,False,False,13378,1,7,130962,18976,8,19813,1524,9134,7050,0,100,MIDDLE,154514,20741,262,3738,240,6,51,16,7,False,EUW1_7762415520,Grandmaster
5,16,Ziggs,5,1,False,False,14388,1,5,198079,17551,0,12342,1146,8067,15,0,100,BOTTOM,224471,18698,267,14050,0,6,22,5,9,False,EUW1_7762415520,Grandmaster
10,12,Shaco,7,4,False,False,9636,1,2,5591,3769,0,13098,7913,8847,1425,0,100,UTILITY,25665,14229,27,6976,2546,6,130,17,55,False,EUW1_7762415520,Grandmaster
7,17,Singed,7,0,False,False,11570,0,1,152367,18654,2,5216,157,19468,4428,0,200,TOP,161710,19286,270,4125,474,5,27,1,12,True,EUW1_7762415520,Grandmaster
8,16,Nocturne,2,3,False,False,13463,0,5,3810,969,225,195328,9859,16977,1113,0,200,JUNGLE,311160,13128,20,112021,2300,5,40,9,6,True,EUW1_7762415520,Grandmaster
7,17,Orianna,4,4,False,False,14132,0,5,197055,20193,4,21118,1251,8868,2076,0,200,MIDDLE,227125,22042,310,8950,597,5,26,3,13,True,EUW1_7762415520,Grandmaster
8,15,Caitlyn,8,1,False,False,17813,0,9,467,183,3,241172,20367,8134,27,0,200,BOTTOM,245746,20909,280,4106,358,5,23,4,10,True,EUW1_7762415520,Grandmaster
15,14,Rakan,2,20,False,False,9983,0,1,15388,4016,0,15521,1474,10777,5950,0,200,UTILITY,34658,5609,64,3748,118,5,161,22,72,True,EUW1_7762415520,Grandmaster
5,16,Singed,6,0,False,False,10752,1,2,152345,18007,0,5507,285,23497,4428,0,100,TOP,159861,19122,229,2008,829,9,22,1,9,False,EUW1_7762409655,Grandmaster
8,15,JarvanIV,9,1,False,False,12409,1,7,10826,1683,153,148100,11549,16775,1588,0,100,JUNGLE,225805,13877,46,66879,644,9,21,5,3,False,EUW1_7762409655,Grandmaster
5,15,Jayce,14,0,False,False,14533,1,8,15370,5338,0,148034,27923,17113,6923,0,100,MIDDLE,172048,36240,199,8642,2977,9,25,5,10,False,EUW1_7762409655,Grandmaster
6,14,Aphelios,8,1,False,False,12712,1,3,9094,1616,4,143203,19772,13530,5675,0,100,BOTTOM,157837,21701,245,5539,312,9,26,5,8,False,EUW1_7762409655,Grandmaster
12,13,Alistar,4,10,False,False,8804,1,2,18944,8081,0,6531,2058,17984,5950,0,100,UTILITY,28545,10234,39,3069,95,9,113,9,50,False,EUW1_7762409655,Grandmaster
6,18,Yorick,4,2,False,False,12927,0,4,39396,5792,4,127203,14799,17948,4665,0,200,TOP,175004,22241,236,8403,1650,2,29,1,14,True,EUW1_7762409655,Grandmaster
13,17,Evelynn,3,0,False,False,17049,0,12,196269,25142,203,14215,646,19329,1151,0,200,JUNGLE,314203,28271,13,103717,2481,2,29,1,9,True,EUW1_7762409655,Grandmaster
11,18,Yone,2,0,False,False,15763,0,9,27734,4203,28,193049,16071,17583,1151,0,200,MIDDLE,230780,23476,256,9995,3201,2,24,3,7,True,EUW1_7762409655,Grandmaster
12,15,Corki,7,1,False,False,13414,0,5,44224,5237,0,84657,16787,14387,2099,0,200,BOTTOM,139500,25209,192,10618,3185,2,26,5,10,True,EUW1_7762409655,Grandmaster
7,12,Pantheon,6,4,False,False,12645,0,11,2310,320,4,50261,22571,15573,1425,0,200,UTILITY,58093,24045,28,5521,1153,2,95,7,43,True,EUW1_7762409655,Grandmaster
1,16,Volibear,5,0,False,False,9250,2,1,88370,6151,3,76867,9667,14375,6850,0,100,TOP,170010,17293,244,4774,1474,10,21,1,9,False,EUW1_7762400055,Grandmaster
2,13,Hecarim,4,4,False,False,10124,2,4,11316,1363,163,124095,6012,16335,1151,0,100,JUNGLE,213846,7583,18,78434,207,10,16,0,6,False,EUW1_7762400055,Grandmaster
2,14,Ekko,7,0,False,False,9009,2,4,92172,9528,0,14238,2414,15077,1151,0,100,MIDDLE,111014,13572,195,4604,1629,10,17,0,8,False,EUW1_7762400055,Grandmaster
3,12,Corki,8,2,False,False,10614,2,4,39991,4725,0,55014,10439,13768,7,0,100,BOTTOM,111105,16348,191,16098,1184,10,21,4,8,False,EUW1_7762400055,Grandmaster
4,11,Alistar,3,9,False,False,6027,2,0,9135,2274,0,4277,289,6993,5950,0,100,UTILITY,17760,2563,51,4348,0,10,86,9,37,False,EUW1_7762400055,Grandmaster
4,17,Singed,2,0,False,False,11157,0,2,140603,17097,4,7080,726,16092,4428,0,200,TOP,157552,17823,255,9868,0,2,21,1,10,True,EUW1_7762400055,Grandmaster
4,17,Rengar,2,1,False,False,14353,0,11,26857,663,188,179216,23631,15801,29,0,200,JUNGLE,302992,25613,31,96918,1318,2,18,3,4,True,EUW1_7762400055,Grandmaster
6,15,Taliyah,5,1,False,False,10100,0,2,141134,15019,4,8697,1294,6582,29,0,200,MIDDLE,151996,16314,226,2164,0,2,18,2,6,True,EUW1_7762400055,Grandmaster
4,15,Yunara,1,1,False,False,15340,0,9,56226,9024,14,134978,17089,10990,3494,0,200,BOTTOM,195192,26226,226,3987,112,2,17,4,9,True,EUW1_7762400055,Grandmaster
11,12,Janna,4,3,False,False,8608,0,3,13318,6811,0,3893,1541,8062,4293,0,200,UTILITY,18265,8352,19,1053,0,2,83,9,29,True,EUW1_7762400055,Grandmaster
13,20,Yorick,5,2,False,False,19261,3,3,42717,7789,12,261458,20926,24568,4665,0,100,TOP,324520,30622,346,20345,1907,9,48,4,18,False,EUW1_7762370561,Grandmaster
14,17,Sylas,10,2,False,False,16021,3,6,198385,18344,215,8584,150,33890,1413,0,100,JUNGLE,342601,20517,35,135631,2022,9,33,8,4,False,EUW1_7762370561,Grandmaster
14,17,Veigar,7,0,False,False,13102,3,4,209664,28066,0,14951,1435,12978,29,0,100,MIDDLE,227031,30429,233,2416,927,9,19,3,12,False,EUW1_7762370561,Grandmaster
13,17,Jhin,10,2,False,False,17594,3,13,5498,1611,1,243038,37229,22326,23,0,100,BOTTOM,253085,39807,237,4548,967,9,30,4,10,False,EUW1_7762370561,Grandmaster
15,14,Pyke,8,16,False,False,11912,3,7,0,0,4,26733,12468,9555,4683,0,100,UTILITY,31724,16058,36,4991,3590,9,178,23,69,False,EUW1_7762370561,Grandmaster
9,20,Darius,4,0,False,False,18571,2,12,13275,841,8,268109,19786,16516,7012,0,200,TOP,298900,29915,300,17515,9287,8,40,2,16,True,EUW1_7762370561,Grandmaster
31,18,Ivern,2,2,False,False,15847,2,2,24014,8655,198,11978,3598,14742,591,0,200,JUNGLE,300703,15871,15,264710,3617,8,47,9,4,True,EUW1_7762370561,Grandmaster
17,18,Singed,7,0,False,False,17295,2,8,223605,25356,2,6885,711,31074,4428,0,200,MIDDLE,239387,26747,304,8896,679,8,29,1,13,True,EUW1_7762370561,Grandmaster
10,18,Tristana,5,0,False,False,24341,2,17,46383,4256,20,370537,51431,18264,1151,0,200,BOTTOM,433565,56876,308,16644,1189,8,25,5,15,True,EUW1_7762370561,Grandmaster
24,14,Rell,15,7,False,False,10892,2,1,14780,8743,0,3827,2047,19897,932,0,200,UTILITY,22357,12884,21,3749,2093,8,141,15,69,True,EUW1_7762370561,Grandmaster
3,15,Darius,3,1,False,True,10544,0,4,132,12,0,127942,16191,12716,3582,0,100,TOP,135378,19236,201,7302,3032,1,13,0,8,True,EUW1_7762360630,Grandmaster
7,14,Graves,0,2,False,True,10841,0,6,2706,619,159,145523,9552,8560,1413,0,100,JUNGLE,226370,11860,30,78139,1688,1,24,2,4,True,EUW1_7762360630,Grandmaster
12,14,TwistedFate,4,0,False,True,10505,0,7,86127,14554,0,11752,2913,8184,23,0,100,MIDDLE,101910,18338,142,4029,871,1,17,2,7,True,EUW1_7762360630,Grandmaster
5,13,Jinx,1,0,False,True,14293,0,7,8839,1890,16,182897,24792,9038,6585,0,100,BOTTOM,194990,26913,241,3253,230,1,12,2,7,True,EUW1_7762360630,Grandmaster
13,11,Lulu,0,7,False,True,7685,0,2,15540,4161,0,5010,872,5529,6864,0,100,UTILITY,23797,5034,26,3246,0,1,59,5,26,True,EUW1_7762360630,Grandmaster
2,14,Singed,8,0,False,True,7533,2,1,92651,7443,0,5054,651,20225,4428,0,200,TOP,100146,8094,179,2439,0,8,23,3,7,False,EUW1_7762360630,Grandmaster
1,11,MonkeyKing,5,0,False,True,6508,2,1,10264,1291,93,48631,6636,13258,29,0,200,JUNGLE,115165,8988,23,56269,1060,8,11,3,0,False,EUW1_7762360630,Grandmaster
2,14,Ekko,7,0,False,True,9761,2,5,100342,14831,0,13729,3560,17856,6358,0,200,MIDDLE,117846,19987,166,3773,1595,8,6,0,3,False,EUW1_7762360630,Grandmaster
1,11,Twitch,8,0,False,True,7610,2,0,378,198,0,67375,10455,9326,5871,0,200,BOTTOM,73965,12156,153,6212,1502,8,10,1,6,False,EUW1_7762360630,Grandmaster
2,11,Karma,1,0,False,True,6054,2,1,25833,5652,0,3632,358,12090,6,0,200,UTILITY,32764,6010,52,3297,0,8,44,6,17,False,EUW1_7762360630,Grandmaster
10,18,Aatrox,5,1,False,True,15672,0,11,6229,3455,8,221589,44790,20047,3582,0,100,TOP,234962,50902,244,7143,2657,7,14,2,5,False,EUW1_7762347715,Grandmaster
7,16,Taliyah,10,0,False,True,13748,0,11,181696,26618,168,10438,1004,22921,21,0,100,JUNGLE,259406,31704,23,67271,4081,7,27,5,2,False,EUW1_7762347715,Grandmaster
6,16,Ryze,11,5,False,True,11400,0,1,213282,20161,14,9425,1461,26893,4096,0,100,MIDDLE,226737,22408,253,4028,784,7,47,4,14,False,EUW1_7762347715,Grandmaster
4,15,Zeri,4,0,False,True,16093,0,8,15471,5101,12,152038,23028,15121,7,0,100,BOTTOM,210924,30385,271,43413,2254,7,28,9,6,False,EUW1_7762347715,Grandmaster
14,13,Rakan,4,11,False,True,8352,0,1,7999,4941,1,2833,1546,12763,6908,0,100,UTILITY,13526,6849,23,2694,361,7,109,5,51,False,EUW1_7762347715,Grandmaster
12,17,Singed,8,0,False,True,12911,0,6,155505,23094,0,6037,634,30721,4428,0,200,TOP,166512,24498,241,4970,768,5,19,0,10,True,EUW1_7762347715,Grandmaster
14,18,LeeSin,4,3,False,True,18876,0,17,47871,6779,195,148916,33821,20930,6,0,200,JUNGLE,319459,43375,28,122671,2773,5,50,4,17,True,EUW1_7762347715,Grandmaster
11,18,Sion,6,1,False,True,15753,0,7,56779,10212,0,139885,18153,31436,6109,0,200,MIDDLE,207704,30120,253,11038,1754,5,21,0,13,True,EUW1_7762347715,Grandmaster
17,16,Senna,7,2,False,True,14427,0,3,23282,3906,0,116858,23619,12730,1628,0,200,BOTTOM,143532,28039,220,3391,513,5,37,7,13,True,EUW1_7762347715,Grandmaster
22,15,Nami,8,11,False,True,8904,0,1,16816,9124,0,7531,1553,12804,586,0,200,UTILITY,26880,10725,32,2532,48,5,97,11,43,True,EUW1_7762347715,Grandmaster
5,18,Kayn,10,1,False,False,15896,1,7,0,0,12,254410,33979,26763,4096,0,100,TOP,267930,35563,269,13520,1584,7,22,1,8,False,EUW1_7762327860,Grandmaster
6,17,LeeSin,7,1,False,False,15519,1,12,43616,3143,189,121709,15136,24515,6,0,100,JUNGLE,289784,20023,32,124456,1743,7,25,0,15,False,EUW1_7762327860,Grandmaster
5,18,Ryze,6,2,False,False,14181,1,5,267116,30268,24,16243,1820,21660,6236,0,100,MIDDLE,288024,32134,286,4663,45,7,24,1,13,False,EUW1_7762327860,Grandmaster
15,16,Caitlyn,8,0,False,False,14348,1,4,4657,1483,16,217106,36943,8702,3891,0,100,BOTTOM,234701,38690,237,12936,263,7,21,0,11,False,EUW1_7762327860,Grandmaster
11,11,Nautilus,9,10,False,False,8951,1,2,10034,7142,0,5599,4230,19919,4550,0,100,UTILITY,18077,12340,17,2442,967,7,117,10,51,False,EUW1_7762327860,Grandmaster
17,19,Singed,6,0,False,False,15019,2,6,206933,25174,0,7221,1710,38659,4428,0,200,TOP,219341,27054,292,5183,170,9,28,2,13,True,EUW1_7762327860,Grandmaster
11,18,Graves,5,2,False,False,22714,2,18,5359,1538,214,311299,54007,18306,7,0,200,JUNGLE,406482,57228,70,89824,1683,9,44,14,4,True,EUW1_7762327860,Grandmaster
12,17,Sylas,8,0,False,False,11377,2,1,123992,17785,0,4951,204,25003,4832,0,200,MIDDLE,147471,20978,211,18527,2988,9,22,5,5,True,EUW1_7762327860,Grandmaster
16,17,Seraphine,6,2,False,False,15807,2,8,170438,19599,0,15721,2185,23571,4467,0,200,BOTTOM,192045,21934,244,5885,150,9,18,2,10,True,EUW1_7762327860,Grandmaster
25,16,Senna,5,6,False,False,12700,2,5,2677,508,1,33574,12610,11911,6373,0,200,UTILITY,38967,13534,39,2714,415,9,107,11,43,True,EUW1_7762327860,Grandmaster
5,18,Smolder,4,0,False,False,14283,0,7,26573,5925,4,173512,19931,18222,3837,0,100,TOP,214417,31066,278,14331,5209,3,26,2,9,True,EUW1_7762322364,Grandmaster
9,17,Gwen,3,3,False,False,13783,0,2,116718,10725,221,43128,1363,21230,12,0,100,JUNGLE,338228,15298,42,178386,3209,3,53,17,5,True,EUW1_7762322364,Grandmaster
9,18,Taliyah,3,3,False,False,15721,0,3,255174,22999,20,11311,1281,9857,7,0,100,MIDDLE,276185,24533,302,9699,251,3,51,5,16,True,EUW1_7762322364,Grandmaster
7,17,Aphelios,5,0,False,False,20442,0,14,4820,1057,28,253227,50720,19018,6388,0,100,BOTTOM,263776,52931,242,5728,1153,3,20,4,8,True,EUW1_7762322364,Grandmaster
20,15,Poppy,3,15,False,False,9332,0,0,2838,1545,0,17669,8241,14683,3505,0,100,UTILITY,25333,9872,32,4825,85,3,112,7,52,True,EUW1_7762322364,Grandmaster
6,17,KSante,6,0,False,False,10786,3,1,1211,1211,8,129551,14738,31310,3175,0,200,TOP,137740,18352,233,6978,2403,11,17,2,7,False,EUW1_7762322364,Grandmaster
5,16,Naafiri,6,5,False,False,12840,3,6,0,0,179,178393,21058,23954,29,0,200,JUNGLE,284569,21352,38,106176,293,11,39,4,10,False,EUW1_7762322364,Grandmaster
6,16,Diana,6,2,False,False,12826,3,6,141044,18253,0,17354,1252,14572,4,0,200,MIDDLE,172470,21339,214,14071,1833,11,24,2,13,False,EUW1_7762322364,Grandmaster
5,16,Jhin,5,0,False,False,15623,3,5,5556,1623,4,208010,21813,17242,925,0,200,BOTTOM,218751,23681,305,5184,244,11,22,6,7,False,EUW1_7762322364,Grandmaster
7,14,Bard,3,8,False,False,8032,3,0,20762,7089,4,8768,1750,17260,3582,0,200,UTILITY,35189,9167,44,5659,327,11,107,14,43,False,EUW1_7762322364,Grandmaster
2,19,Tryndamere,12,3,False,False,15396,3,5,0,0,12,265003,38008,26431,5067,0,100,TOP,275390,41843,315,10387,3835,11,49,6,8,False,EUW1_7759442017,Grandmaster
9,18,Khazix,10,1,False,False,21682,3,16,3254,3114,213,252872,38938,34160,6063,0,100,JUNGLE,381328,45663,42,125201,3610,11,24,0,2,False,EUW1_7759442017,Grandmaster
8,18,Velkoz,5,3,False,False,17729,3,10,226330,36711,0,11318,455,7999,5973,0,100,MIDDLE,287867,51749,320,50217,14581,11,40,7,15,False,EUW1_7759442017,Grandmaster
11,16,Zilean,10,0,False,False,10954,3,0,137880,21284,0,13055,2492,18817,22,0,100,BOTTOM,170459,23777,211,19524,0,11,20,5,9,False,EUW1_7759442017,Grandmaster
21,16,Karma,8,11,False,False,12042,3,4,24508,14805,0,3218,1045,17190,3367,0,100,UTILITY,29218,16042,35,1491,191,11,147,16,56,False,EUW1_7759442017,Grandmaster
9,20,Gangplank,5,0,False,False,20655,0,11,18288,4703,16,298430,29819,21280,6923,0,200,TOP,340692,41349,271,23973,6825,5,13,1,11,True,EUW1_7759442017,Grandmaster
18,18,Morgana,7,0,False,False,18299,0,12,254218,36045,246,18201,1450,23260,6700,0,200,JUNGLE,414719,41740,34,142296,4244,5,28,6,2,True,EUW1_7759442017,Grandmaster
5,18,Sylas,5,2,False,False,18148,0,11,226703,43698,0,8977,468,28988,7,0,200,MIDDLE,245440,47867,307,9759,3701,5,26,5,4,True,EUW1_7759442017,Grandmaster
13,18,Caitlyn,9,4,False,False,18629,0,9,1582,923,12,255582,39346,13849,4895,0,200,BOTTOM,264163,41095,255,6998,826,5,37,6,16,True,EUW1_7759442017,Grandmaster
18,16,Leona,9,13,False,False,10854,0,2,15262,7990,0,11567,6327,26283,7019,0,200,UTILITY,30127,15922,25,3297,1605,5,137,15,58,True,EUW1_7759442017,Grandmaster
7,17,Urgot,5,2,False,False,12625,1,9,0,0,8,134158,15236,16800,4534,0,100,TOP,142691,16216,206,8532,979,7,25,2,11,False,EUW1_7757040181,Grandmaster
14,14,RekSai,8,0,False,False,11509,1,6,10149,1363,157,102975,10871,23613,3539,0,100,JUNGLE,222853,16824,7,109728,4589,7,28,0,11,False,EUW1_7757040181,Grandmaster
9,16,Ryze,7,0,False,False,11937,1,6,133010,19743,4,10149,2042,23340,1626,0,100,MIDDLE,145753,21894,203,2593,109,7,23,3,10,False,EUW1_7757040181,Grandmaster
11,14,Aphelios,6,0,False,False,15742,1,8,2658,455,4,123306,24125,11301,9,0,100,BOTTOM,128059,24755,183,2094,175,7,22,4,8,False,EUW1_7757040181,Grandmaster
13,12,Elise,12,7,False,False,10560,1,9,22612,16473,0,4949,1521,16142,577,0,100,UTILITY,31982,19227,23,4419,1232,7,74,6,31,False,EUW1_7757040181,Grandmaster
4,17,Kennen,9,0,False,False,10609,0,3,95217,11452,0,24203,3017,19204,3590,0,200,TOP,132928,15425,219,13507,955,3,24,2,9,True,EUW1_7757040181,Grandmaster
16,16,Nidalee,7,1,False,False,15518,0,12,151957,21146,171,15410,1334,18767,606,0,200,JUNGLE,248949,23900,16,81581,1419,3,21,4,3,True,EUW1_7757040181,Grandmaster
14,15,Jayce,8,3,False,False,14020,0,11,18493,6335,7,140180,27138,10881,7,0,200,MIDDLE,164685,33521,182,6011,47,3,24,6,11,True,EUW1_7757040181,Grandmaster
17,15,Jinx,6,1,False,False,16661,0,8,1062,339,4,188972,37779,14254,7084,0,200,BOTTOM,193364,38362,225,3330,244,3,15,3,7,True,EUW1_7757040181,Grandmaster
22,14,Nautilus,8,4,False,False,9451,0,4,16041,7478,0,10374,3594,11167,3522,0,200,UTILITY,41924,11073,38,15508,0,3,73,5,27,True,EUW1_7757040181,Grandmaster
5,18,Gwen,7,5,False,False,14016,1,8,130045,24242,4,43762,4913,28612,1668,0,100,TOP,224271,33201,238,50463,4045,7,47,3,14,False,EUW1_7756972297,Grandmaster
15,18,Nocturne,7,0,False,False,15516,1,5,7531,3232,213,222976,39075,29350,907,0,100,JUNGLE,348673,46420,58,118166,4112,7,21,5,2,False,EUW1_7756972297,Grandmaster
12,17,Aurora,3,2,False,False,15671,1,9,193989,45450,4,19537,4190,12688,3015,0,100,MIDDLE,218923,51865,278,5397,2224,7,40,7,6,False,EUW1_7756972297,Grandmaster
7,16,Corki,10,1,False,False,17899,1,13,81590,9287,21,142273,40947,17080,6753,0,100,BOTTOM,257177,61635,234,33313,11400,7,25,3,12,False,EUW1_7756972297,Grandmaster
22,14,Nami,7,9,False,False,11597,1,5,27178,14512,1,5226,2526,11738,7,0,100,UTILITY,34191,17173,28,1786,135,7,110,9,42,False,EUW1_7756972297,Grandmaster
5,18,Riven,8,0,False,False,18712,1,10,0,0,0,188440,33108,15271,6872,0,200,TOP,198129,35279,246,9688,2170,5,34,3,14,True,EUW1_7756972297,Grandmaster
12,18,DrMundo,6,1,False,False,16519,1,9,72589,12031,189,146586,19098,54970,7061,0,200,JUNGLE,367734,36267,74,148557,5136,5,28,5,6,True,EUW1_7756972297,Grandmaster
19,18,Taliyah,7,1,False,False,16614,1,5,246269,41232,4,14801,2890,16386,7,0,200,MIDDLE,266273,45484,284,5202,1361,5,22,1,15,True,EUW1_7756972297,Grandmaster
21,16,Soraka,8,2,False,False,12616,1,3,94011,11337,0,12483,2286,11068,5871,0,200,BOTTOM,108718,15751,160,2223,2127,5,14,2,10,True,EUW1_7756972297,Grandmaster
14,15,Nautilus,11,10,False,False,12117,1,7,22873,9746,0,9542,4526,23614,577,0,200,UTILITY,35844,15908,32,3428,1634,5,96,7,41,True,EUW1_7756972297,Grandmaster
6,16,Aatrox,12,0,False,False,10462,1,4,7152,4432,0,145356,25799,34943,3152,0,100,TOP,156566,30232,197,4056,0,7,30,2,11,False,EUW1_7755286545,Grandmaster
2,16,Jax,10,0,False,False,13613,1,8,112400,16198,202,102281,17146,18241,19,0,100,JUNGLE,327712,34057,47,113029,713,7,21,2,7,False,EUW1_7755286545,Grandmaster
6,17,Akali,8,1,False,False,13746,1,7,143900,28475,0,14684,2289,14900,1587,0,100,MIDDLE,163587,32191,202,5002,1426,7,16,2,5,False,EUW1_7755286545,Grandmaster
